City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Bambous Virieux,-20.3428,57.7575,84.0,78,40,8.05,MU
Vao,-22.6667,167.4833,78.71,76,25,8.84,NC
Carahue,-38.7,-73.1667,62.6,82,0,2.3,CL
Indramayu,-6.3264,108.32,84.18,71,85,6.89,ID
Wajima,37.4,136.9,37.4,100,75,6.91,JP
Punta Arenas,-53.15,-70.9167,59.0,72,75,4.61,CL
Barrow,71.2906,-156.7887,-22.0,69,1,16.11,US
Aitape,-3.1374,142.3475,86.14,67,96,5.12,PG
Baruun-Urt,46.6806,113.2792,19.45,91,87,16.78,MN
Sitka,57.0531,-135.33,12.2,48,20,10.36,US
Hithadhoo,-0.6,73.0833,82.42,80,64,14.14,MV
Plettenberg Bay,-34.0527,23.3716,64.15,85,7,2.28,ZA
Kiryat Gat,31.61,34.7642,55.99,82,0,3.44,IL
Mar del Plata,-38.0023,-57.5575,66.0,88,75,11.5,AR
Los Llanos de Aridane,28.6585,-17.9182,60.8,72,0,6.91,ES
Kirakira,-10.4544,161.9205,85.6,70,33,6.85,SB
New Norfolk,-42.7826,147.0587,73.99,37,0,3.0,AU
Sur,22.5667,59.5289,73.78,55,95,8.12,OM
Chīma,30.6854,76.0863,62.98,46,0,2.21,IN
Saint-Louis,16.3333,-15.0,71.6,46,0,2.3,SN
Longyearbyen,78.2186,15.6401,15.8,92,75,4.61,SJ
Boa Vista,2.8197,-60.6733,78.8,57,20,6.91,BR
Ostrovnoy,68.0531,39.5131,7.63,93,93,17.2,RU
Codrington,-38.2667,141.9667,77.13,49,0,13.29,AU
Karratha,-20.7377,116.8463,96.22,30,3,13.94,AU
Ribeira Grande,38.5167,-28.7,60.57,82,100,24.25,PT
Quatre Cocos,-20.2078,57.7625,84.0,78,40,8.05,MU
Provideniya,64.3833,-173.3,-2.2,65,0,24.61,RU
La Roche-sur-Yon,46.6667,-1.4333,41.0,100,90,5.75,FR
Khovu-Aksy,51.1333,93.6,14.32,88,54,2.37,RU
Ayamé,5.6083,-3.1563,75.02,97,24,2.89,CI
Esim,4.8699,-2.2405,79.21,87,88,5.61,GH
Ilulissat,69.2167,-51.1,17.6,45,0,4.61,GL
Saskylakh,71.9167,114.0833,-25.35,82,0,8.77,RU
Mora,11.0461,14.1401,55.71,31,3,2.04,CM
Anadyr,64.75,177.4833,3.2,60,0,13.42,RU
Mehamn,71.0357,27.8492,21.09,89,100,19.35,NO
Pisco,-13.7,-76.2167,71.6,78,0,2.3,PE
Mount Gambier,-37.8333,140.7667,87.8,23,0,6.91,AU
Saint-François,46.4154,3.9054,39.2,93,90,3.44,FR
Klamath Falls,42.2249,-121.7817,37.99,65,75,5.75,US
Ippy,6.2679,21.2247,62.24,28,89,4.38,CF
Hong Kong,22.2855,114.1577,61.0,92,100,1.99,HK
Kahului,20.8947,-156.47,73.4,49,40,17.27,US
Bilibino,68.0546,166.4372,-5.66,87,37,3.27,RU
Kaitangata,-46.2817,169.8464,59.0,85,100,4.0,NZ
San Patricio,28.017,-97.5169,71.6,94,90,11.5,US
Lebu,-37.6167,-73.65,59.74,87,0,10.74,CL
Bredasdorp,-34.5322,20.0403,53.6,94,89,2.3,ZA
Sosnovo-Ozerskoye,52.5249,111.5418,16.72,95,100,11.14,RU
Souillac,-20.5167,57.5167,78.8,78,40,8.05,MU
Vardø,70.3705,31.1107,17.6,79,40,12.66,NO
Arraial do Cabo,-22.9661,-42.0278,72.86,87,0,6.64,BR
Mareeba,-17.0,145.4333,87.8,74,40,13.8,AU
Airai,-8.9266,125.4092,71.78,85,97,3.85,TL
Baoqing,46.3317,132.2111,20.77,91,29,5.32,CN
Salalah,17.0151,54.0924,75.2,35,75,10.36,OM
Alenquer,-1.9417,-54.7383,77.0,94,75,6.91,BR
Cherskiy,68.75,161.3,-5.01,86,0,2.3,RU
Chara,56.9064,118.2631,16.02,87,100,1.77,RU
Kencong,-8.2833,113.3667,83.8,75,37,9.71,ID
Seoul,37.5683,126.9778,42.8,70,75,8.05,KR
Pandan,14.0453,124.1694,75.65,93,100,11.95,PH
Iskateley,67.6803,53.1512,-11.24,90,100,2.21,RU
Dodola,6.9833,39.1833,49.3,88,39,3.31,ET
Cidreira,-30.1811,-50.2056,74.61,80,95,17.58,BR
Coyhaique,-45.5752,-72.0662,66.2,59,0,3.44,CL
Kokopo,-4.352,152.2633,83.23,80,88,10.31,PG
Borogontsy,62.6683,131.1683,-10.07,87,0,1.68,RU
Viedma,-40.8135,-62.9967,64.0,81,54,16.71,AR
Berlevåg,70.8578,29.0864,21.74,89,100,18.61,NO
Najrān,17.4924,44.1277,50.0,76,40,4.61,SA
Dudinka,69.4058,86.1778,-21.44,87,98,5.82,RU
Christchurch,-43.5333,172.6333,73.99,33,0,13.8,NZ
Yuyao,30.05,121.1494,59.0,71,0,2.24,CN
Kieta,-6.2167,155.6333,83.48,78,61,10.02,PG
Harper,4.375,-7.7169,79.18,89,100,7.0,LR
Ulaangom,49.9811,92.0667,13.06,85,0,2.8,MN
Östersund,63.1792,14.6357,12.2,92,40,3.44,SE
College,64.8569,-147.8028,-23.8,75,20,3.44,US
Harar,9.3094,42.1258,53.46,53,40,5.84,ET
Qasigiannguit,68.8193,-51.1922,17.6,45,0,4.61,GL
Udachny,66.4167,112.4,-18.83,85,85,9.42,RU
Alofi,-19.0595,-169.9187,82.4,78,75,10.36,NU
Iquitos,-3.7481,-73.2472,78.8,83,0,5.75,PE
Zyryanka,65.75,150.85,-11.27,88,30,11.1,RU
Batagay-Alyta,67.8006,130.4114,-11.58,81,79,0.96,RU
Wanning,18.8003,110.3967,63.9,91,100,10.83,CN
Lompoc,34.6391,-120.4579,48.2,93,75,5.57,US
Arlit,18.7369,7.3853,65.88,22,0,7.52,NE
Ponta do Sol,32.6667,-17.1,57.99,70,71,1.01,PT
Muravlenko,63.7898,74.523,-23.15,86,96,11.52,RU
Bluff,-46.6,168.3333,53.38,90,100,31.23,NZ
Prince Rupert,54.3161,-130.3201,21.2,62,90,8.05,CA
Zhuhai,22.2769,113.5678,61.0,94,75,20.71,CN
East London,-33.0153,27.9116,68.0,100,0,3.44,ZA
Vuktyl,63.8567,57.3094,-16.26,89,95,3.02,RU
Safi,32.2994,-9.2372,58.96,89,0,8.23,MA
Taoudenni,22.6783,-3.9836,60.55,28,0,9.26,ML
Balabac,7.9868,117.0645,83.19,74,70,1.66,PH
Tyukalinsk,55.8732,72.1967,-18.4,88,87,6.82,RU
Ancud,-41.8697,-73.8203,59.0,83,0,1.23,CL
Vila Velha,-20.3297,-40.2925,78.01,100,90,3.44,BR
Chichica,8.4922,-82.1627,66.99,67,7,8.01,PA
Norman Wells,65.282,-126.8329,-40.0,67,20,2.3,CA
Tevaitoa,-16.7833,-151.5,82.02,71,0,15.3,PF
Champerico,14.3,-91.9167,66.99,96,44,9.06,GT
Havelock,34.8791,-76.9013,53.6,100,1,3.44,US
Dvinskoy Bereznik,62.8551,42.7072,-6.83,91,98,3.04,RU
Chokurdakh,70.6333,147.9167,-13.95,88,0,2.08,RU
Waingapu,-9.6567,120.2641,87.22,64,71,11.23,ID
Narsaq,60.9167,-46.05,33.8,27,7,31.07,GL
Samarai,-10.6167,150.6667,86.41,66,99,12.33,PG
Isangel,-19.55,169.2667,87.8,66,40,9.22,VU
Faanui,-16.4833,-151.75,82.15,73,0,14.23,PF
Zhigansk,66.7697,123.3711,-19.61,86,6,4.9,RU
Port Lincoln,-34.7333,135.8667,81.37,37,0,9.46,AU
Hamilton,39.1834,-84.5333,24.8,74,90,8.05,US
Marabu,4.4148,114.0089,84.2,84,40,3.44,MY
Grand Gaube,-20.0064,57.6608,84.0,73,54,3.0,MU
Mogok,22.9167,96.5,72.14,35,0,1.59,MM
Bengkulu,-3.8004,102.2655,84.87,64,90,8.16,ID
Presidente Venceslau,-21.8761,-51.8439,68.31,72,92,5.23,BR
Necochea,-38.5473,-58.7368,57.99,91,14,1.01,AR
Sitārganj,28.9333,79.7,68.63,38,100,4.32,IN
Nabire,-3.3667,135.4833,89.17,57,11,8.7,ID
Horadiz,39.4488,47.3353,41.0,87,0,9.22,AZ
Dillon,34.4166,-79.3712,51.01,100,40,3.94,US
Saint Paul Harbor,57.79,-152.4072,37.4,70,90,10.36,US
Bayir,37.2687,28.2167,50.0,93,40,6.67,TR
Cayenne,4.9333,-52.3333,77.0,83,75,6.91,GF
Cururupu,-1.8283,-44.8683,77.16,85,100,2.26,BR
Maragogi,-9.0122,-35.2225,77.09,81,31,4.88,BR
Tromsø,69.6496,18.957,21.2,79,40,4.61,NO
Nanortalik,60.1432,-45.2371,25.81,87,15,16.17,GL
Kargil,34.5667,76.1,15.19,90,98,0.11,IN
Williamsburg,37.2707,-76.7075,44.6,81,90,5.75,US
Mahébourg,-20.4081,57.7,78.8,78,40,8.05,MU
Ondangwa,-17.9167,15.95,69.87,80,100,3.6,NA
Walvis Bay,-22.9575,14.5053,66.0,88,23,3.44,NA
Pangnirtung,66.1451,-65.7125,6.6,76,0,4.32,CA
Coria,39.9879,-6.5377,51.01,86,92,11.99,ES
Shamary,57.3434,58.2199,-19.98,87,96,5.55,RU
Ciudad Guayana,8.3533,-62.6528,75.0,80,41,1.99,VE
Bodden Town,19.2833,-81.25,79.0,83,0,6.91,KY
Khoy,38.5504,44.9535,36.99,74,0,0.87,IR
Carrickmacross,53.9728,-6.7189,36.0,59,81,8.01,IE
Yangi Marg`ilon,40.4272,71.7189,44.6,81,99,2.3,UZ
Hobyo,5.3505,48.5268,75.58,77,6,16.75,SO
La Ronge,55.1001,-105.2842,-20.2,69,100,6.91,CA
Bonavista,48.6499,-53.1147,28.99,93,100,13.8,CA
Nuuk,64.1835,-51.7216,26.6,80,90,11.5,GL
Xining,36.6167,101.7667,38.52,50,88,1.63,CN
Haines Junction,60.7522,-137.5108,-32.8,68,37,1.63,CA
Mahajanga,-15.7167,46.3167,75.2,100,20,5.75,MG
Geraldton,-28.7667,114.6,75.2,46,90,21.85,AU
Shingū,33.7333,135.9833,51.8,37,40,13.8,JP
Kiama,-34.6833,150.8667,73.0,68,62,5.01,AU
Upata,8.0086,-62.3989,75.0,80,6,1.99,VE
Poso,-1.3959,120.7524,86.67,62,96,5.46,ID
Sagua la Grande,22.8067,-80.0756,73.4,94,40,10.36,CU
Tuktoyaktuk,69.4541,-133.0374,-38.2,74,1,4.61,CA
Isiro,2.7739,27.616,62.19,47,100,0.69,CD
Yatsuomachi-higashikumisaka,36.5667,137.1333,46.0,57,40,4.61,JP
Kenai,60.5544,-151.2583,10.0,78,90,13.8,US
North Bend,43.4065,-124.2243,42.8,81,1,5.75,US
Thinadhoo,0.5333,72.9333,82.36,77,41,17.58,MV
Kavieng,-2.5744,150.7967,84.49,74,81,7.72,PG
Birao,10.2849,22.7882,60.48,29,81,6.42,CF
Port Hedland,-20.3167,118.5667,91.4,62,65,9.22,AU
Teahupoo,-17.8333,-149.2667,78.8,78,75,14.97,PF
Windsor,42.3001,-83.0165,16.0,67,40,8.05,CA
São João da Barra,-21.6403,-41.0511,73.22,87,61,7.67,BR
Levice,48.2156,18.6071,28.99,98,20,2.15,SK
Buguruslan,53.6554,52.442,-1.82,92,100,9.66,RU
Nome,64.5011,-165.4064,-2.2,42,1,14.97,US
Edgewater,28.9889,-80.9023,66.99,94,75,5.75,US
Thyborøn,56.6985,8.2124,23.0,87,100,18.61,DK
Touros,-5.1989,-35.4608,80.6,78,40,6.91,BR
Magadan,59.5667,150.8,21.97,92,100,36.08,RU
Lakes Entrance,-37.8811,147.981,72.0,63,0,8.01,AU
Ordynskoye,54.3656,81.8994,-5.06,89,100,11.74,RU
Mount Isa,-20.7333,139.5,93.2,46,75,8.05,AU
Sobolevo,54.4299,31.8996,1.02,93,92,6.33,RU
Parole,38.9796,-76.5305,37.99,75,90,5.75,US
Lincoln,40.8,-96.667,8.01,56,1,4.61,US
Severo-Kuril'sk,50.6789,156.125,27.63,90,86,8.5,RU
Abong Mbang,3.9833,13.1833,63.23,76,98,1.77,CM
Puerto El Triunfo,13.2833,-88.55,73.4,83,0,3.44,SV
Coquimbo,-29.9533,-71.3436,60.8,88,75,4.61,CL
Le Port,-20.9373,55.2919,80.6,65,89,9.22,RE
Wakkanai,45.4094,141.6739,24.8,63,75,23.02,JP
Sola,-13.8833,167.55,86.0,79,90,5.75,VU
Lagoa,39.05,-27.9833,59.23,85,100,19.51,PT
Shitkino,56.3703,98.3543,7.0,88,13,7.54,RU
Henties Bay,-22.116,14.2845,66.0,91,38,8.32,NA
Mocuba,-16.8392,36.9856,73.54,97,100,3.65,MZ
Bowen,-20.0167,148.2333,84.2,54,90,12.66,AU
Tatvan,38.5067,42.2817,29.95,91,0,3.67,TR
Rocha,-34.4833,-54.3333,64.27,95,50,3.27,UY
Tuatapere,-46.1333,167.6833,52.47,90,100,16.58,NZ
Wokha,26.1,94.2667,64.74,37,0,1.81,IN
Fuling,29.7022,107.3919,64.22,51,3,2.08,CN
Saquena,-4.6667,-73.5167,74.86,96,100,2.46,PE
Vestmannaeyjar,63.4427,-20.2734,40.77,69,99,16.69,IS
Ulladulla,-35.35,150.4667,69.01,73,75,8.05,AU
Kruisfontein,-34.0033,24.7314,59.0,95,11,1.01,ZA
Garden Acres,37.9638,-121.2294,59.0,63,90,5.75,US
Sept-Îles,50.2001,-66.3821,8.6,52,0,12.66,CA
Saint George,37.1041,-113.5841,55.0,32,40,1.99,US
Soyo,-6.1349,12.3689,76.12,91,100,7.4,AO
Toora-Khem,52.4675,96.11,16.54,91,96,1.79,RU
Troitsk,54.0979,61.5773,-14.98,83,15,5.75,RU
Gizo Government Station,-8.103,156.8419,84.99,70,67,10.42,SB
Shubarkuduk,49.1447,56.4872,1.51,88,97,12.35,KZ
Ponta Delgada,37.7333,-25.6667,62.01,94,75,21.85,PT
Stornoway,58.2093,-6.3865,33.8,60,90,8.05,GB
Pevek,69.7008,170.3133,-7.24,74,0,2.66,RU
Emba,48.8264,58.1442,0.27,83,90,7.58,KZ
Tyukhtet,56.5389,89.3011,-0.29,90,100,12.39,RU
Chumikan,54.7183,135.315,5.63,86,0,23.09,RU
San Cristobal,7.7669,-72.225,66.85,88,82,1.92,VE
Birin,26.8865,88.0718,59.45,45,22,4.34,NP
Aktau,43.65,51.2,33.8,93,40,8.95,KZ
Cristalina,-16.7686,-47.6136,60.62,100,0,1.63,BR
La Plata,-34.9215,-57.9545,66.99,90,18,1.01,AR
Leningradskiy,69.3833,178.4167,-26.88,83,25,11.12,RU
Barra Patuca,15.8,-84.2833,76.39,79,0,10.69,HN
Aurillac,44.9167,2.45,37.0,100,99,1.14,FR
Ishim,56.1128,69.4902,-19.7,87,76,7.09,RU
São Filipe,14.8961,-24.4956,70.2,73,27,13.42,CV
Dunedin,-45.8742,170.5036,61.0,68,88,3.0,NZ
Tacoronte,28.4769,-16.4102,59.0,87,0,1.14,ES
Prieska,-29.6641,22.7474,76.41,38,0,3.33,ZA
Marsabit,2.3284,37.9899,64.09,86,63,16.71,KE
Ayan,56.45,138.1667,12.47,86,76,14.03,RU
La Paz,-16.5,-68.15,48.2,87,75,8.05,BO
Taksimo,56.3444,114.8794,14.09,91,100,0.45,RU
Margate,51.3813,1.3862,33.01,60,100,3.0,GB
Ipswich,52.0592,1.1555,33.01,74,90,8.05,GB
Yumen,40.2833,97.2,41.72,52,100,22.44,CN
Port Blair,11.6667,92.75,81.32,56,47,13.44,IN
Arrondissement de Dole,47.0833,5.5,36.0,93,90,8.05,FR
Avera,33.194,-82.5271,57.99,88,75,1.3,US
Oruzgan,32.8333,66.0,43.23,55,0,7.96,AF
Ruidoso,33.3317,-105.673,50.0,12,1,14.97,US
Sittwe,20.15,92.9,79.38,33,0,3.85,MM
Hargeisa,9.56,44.065,55.67,91,55,17.18,SO
Torbay,47.6666,-52.7314,28.99,93,90,34.52,CA
Port-Gentil,-0.7193,8.7815,81.05,81,67,5.1,GA
Pulivendla,14.4167,78.2333,75.2,69,13,3.44,IN
Saint-Joseph,-21.3667,55.6167,82.4,51,0,5.75,RE
Manokwari,-0.8667,134.0833,82.83,77,100,6.73,ID
Cabo San Lucas,22.8909,-109.9124,66.99,82,1,14.97,MX
Dingle,10.9995,122.6711,84.42,74,24,3.6,PH
Moose Factory,51.2585,-80.6094,-9.4,84,75,3.44,CA
Bāneh,35.9975,45.8853,38.23,70,100,3.06,IR
Lüderitz,-26.6481,15.1594,64.4,80,0,2.98,NA
Fort Nelson,58.8053,-122.7002,-11.2,70,75,8.05,CA
Posadas,-27.3671,-55.8961,65.93,94,100,1.34,AR
Verkhnyaya Syrovatka,50.829,34.9586,17.76,97,100,1.83,UA
Sirte,31.2089,16.5887,62.65,32,6,7.54,LY
Geesthacht,53.4333,10.3667,25.0,89,92,1.99,DE
Aktanysh,55.7216,54.0829,-6.57,89,98,2.89,RU
Ixtapa,20.7,-105.2,69.8,83,20,4.61,MX
Kumul,42.8,93.45,40.32,59,100,5.19,CN
Maxixe,-23.8597,35.3472,77.4,89,8,8.57,MZ
Topchānchi,23.9,86.2,72.27,34,5,3.22,IN
Tezu,27.9167,96.1667,78.6,18,0,3.22,IN
Kashgar,39.4547,75.9797,48.2,25,0,11.18,CN
Flin Flon,54.7682,-101.865,-14.55,89,100,4.29,CA
Quang Ngai,15.1167,108.8,72.88,79,69,10.25,VN
Dodge City,37.7528,-100.0171,14.0,85,90,6.91,US
Maraã,-1.8333,-65.3667,74.8,97,100,2.21,BR
Red Bluff,40.1785,-122.2358,59.0,55,90,2.84,US
Clyde River,70.4692,-68.5914,-0.4,92,20,19.57,CA
Sibolga,1.7427,98.7792,86.23,63,66,4.81,ID
Praia,14.9215,-23.5087,68.0,83,0,13.8,CV
Gamba,-2.65,10.0,77.31,86,100,2.1,GA
Kudahuvadhoo,2.6708,72.8944,82.08,73,46,13.27,MV
Clarksville,36.5298,-87.3595,35.01,86,90,8.05,US
Belance,16.1833,121.25,64.85,97,100,3.22,PH
Comodoro Rivadavia,-45.8667,-67.5,62.6,94,0,1.14,AR
Srednekolymsk,67.45,153.6833,-4.38,89,0,8.14,RU
Province of Caltanissetta,37.3745,14.0642,46.0,78,12,11.99,IT
Mossamedes,-15.1961,12.1522,70.5,78,98,1.23,AO
Ketchikan,55.3422,-131.6461,15.8,62,1,7.58,US
Murray Bridge,-35.1167,139.2667,93.99,23,2,4.36,AU
Sioux Lookout,50.1001,-91.917,-18.4,76,1,3.44,CA
Walla Walla,46.0646,-118.343,28.4,69,1,4.61,US
Dargaville,-35.9333,173.8833,64.44,92,100,7.16,NZ
Casper,42.8666,-106.3131,1.99,78,90,11.5,US
Mizdah,31.4451,12.9801,50.52,43,18,3.33,LY
Yarqā,31.9785,35.6947,48.2,81,8,1.23,JO
Iquique,-20.2208,-70.1431,69.8,64,0,9.22,CL
Halifax,44.6453,-63.5724,21.2,73,65,4.61,CA
Shilka,51.85,116.0333,20.03,92,99,6.2,RU
San Fernando del Valle de Catamarca,-28.4696,-65.7852,66.0,99,100,1.92,AR
Mendi,-6.1761,143.6513,64.0,90,91,2.89,PG
Tura,25.5198,90.2201,76.57,25,49,1.05,IN
Preobrazheniye,42.9019,133.9064,30.52,81,55,5.17,RU
Gumdag,39.2061,54.5906,49.15,72,0,5.26,TM
Kavaratti,10.5669,72.642,81.63,68,0,9.46,IN
Kambove,-10.8764,26.5969,61.57,99,100,3.69,CD
Sivaki,52.6333,126.75,5.67,92,77,0.29,RU
Hasaki,35.7333,140.8333,52.0,25,75,10.36,JP
Burnie,-41.0667,145.9167,64.99,85,0,5.01,AU
Sayán,-11.1361,-77.1933,70.65,70,87,2.46,PE
Westport,41.1415,-73.3579,25.0,86,40,7.07,US
Massakory,12.996,15.7293,64.17,24,51,11.12,TD
Yar-Sale,66.8333,70.8333,-21.46,84,95,13.89,RU
Savalou,7.9281,1.9756,78.91,76,6,3.2,BJ
Tiksi,71.6872,128.8694,-10.89,84,100,5.3,RU
Puerto Quijarro,-17.7833,-57.7667,75.76,58,53,3.29,BO
Barcelona,41.3888,2.159,54.0,58,20,6.91,ES
Weihe,32.9952,105.3247,49.87,56,95,5.77,CN
Semporna,4.4818,118.6112,87.8,70,40,6.91,MY
Bagaha,27.1,84.0833,67.91,52,82,2.39,IN
Shenjiamen,29.9576,122.298,52.11,78,100,5.79,CN
Calbuco,-41.768,-73.1273,62.6,77,0,3.44,CL
Khāsh,28.2211,61.2158,52.2,39,0,4.97,IR
Pismo Beach,35.1428,-120.6413,53.01,82,75,8.05,US
Chystyakove,48.0388,38.5969,28.69,99,70,3.89,UA
Nioki,-2.7167,17.6833,73.33,87,98,3.76,CD
Worthing,50.8145,-0.3713,30.99,78,8,3.0,GB
Narón,43.5167,-8.1528,50.0,87,20,10.36,ES
Stykkisholmur,65.0757,-22.7297,24.24,96,100,13.31,IS
Chauny,49.6151,3.2186,26.01,79,0,23.02,FR
Kumhāri,21.2667,81.5167,66.2,59,0,3.44,IN
Eston,51.1501,-108.7514,-17.0,69,40,16.11,CA
Klaksvík,62.2266,-6.589,28.4,69,99,1.14,FO
Menongue,-14.6585,17.691,62.47,91,100,6.49,AO
Lunenburg,44.3835,-64.3155,21.2,73,93,8.05,CA
Saint-Leu,-21.15,55.2833,81.0,58,80,2.77,RE
Sambava,-14.2667,50.1667,76.51,89,100,2.66,MG
Chirongui,-12.9319,45.1483,78.8,89,75,3.44,YT
Mugur-Aksy,50.35,90.5,3.6,76,0,3.87,RU
Vershino-Darasunskiy,52.35,115.5167,15.15,94,100,4.5,RU
Xichang,27.8964,102.2634,56.44,41,0,2.98,CN
Acapulco de Juárez,16.8634,-99.8901,78.8,78,20,3.44,MX
Arrondissement de Saint-Claude,46.5,5.8333,39.0,100,75,1.14,FR
Flic en Flac,-20.2742,57.3631,84.0,78,40,8.05,MU
Chernyshevskiy,63.0128,112.4714,-9.58,92,100,7.78,RU
Florø,61.5996,5.0328,24.8,68,90,9.22,NO
Ugoofaaru,5.6667,73.0,81.75,68,64,12.3,MV
Flinders,-34.5833,150.8552,73.0,70,65,1.99,AU
